session,segment_id,side,identification_class,disposition,row_count,reason_code
jul30,segment_0002,maker_bid_risk,core_quality_censored,exclude_fixed_horizon,0,core_quality_censored
jul30,segment_0002,maker_bid_risk,source_gap_censored,exclude_fixed_horizon,0,source_gap_censored
jul30,segment_0002,maker_bid_risk,reference_quote_unavailable,exclude_no_imputation,16,reference_quote_unavailable
jul30,segment_0002,maker_bid_risk,invalid_quote_state,exclude_no_imputation,0,invalid_quote_state
jul30,segment_0003,maker_ask_risk,binary_identification_supported,include_primary_and_binary,179975,
jul30,segment_0003,maker_ask_risk,interval_likelihood_only_supported,include_primary_interval_only,0,
jul30,segment_0003,maker_ask_risk,right_censored_segment,exclude_fixed_horizon,5,right_censored_segment
jul30,segment_0003,maker_ask_risk,right_censored_source_end,exclude_fixed_horizon,0,right_censored_source_end
jul30,segment_0003,maker_ask_risk,epoch_censored,exclude_fixed_horizon,0,epoch_censored
jul30,segment_0003,maker_ask_risk,core_quality_censored,exclude_fixed_horizon,0,core_quality_censored
jul30,segment_0003,maker_ask_risk,source_gap_censored,exclude_fixed_horizon,0,source_gap_censored
jul30,segment_0003,maker_ask_risk,reference_quote_unavailable,exclude_no_imputation,0,reference_quote_unavailable
jul30,segment_0003,maker_ask_risk,invalid_quote_state,exclude_no_imputation,0,invalid_quote_state
jul30,segment_0003,maker_bid_risk,binary_identification_supported,include_primary_and_binary,179975,
jul30,segment_0003,maker_bid_risk,interval_likelihood_only_supported,include_primary_interval_only,0,
jul30,segment_0003,maker_bid_risk,right_censored_segment,exclude_fixed_horizon,5,right_censored_segment
jul30,segment_0003,maker_bid_risk,right_censored_source_end,exclude_fixed_horizon,0,right_censored_source_end
jul30,segment_0003,maker_bid_risk,epoch_censored,exclude_fixed_horizon,0,epoch_censored
jul30,segment_0003,maker_bid_risk,core_quality_censored,exclude_fixed_horizon,0,core_quality_censored
jul30,segment_0003,maker_bid_risk,source_gap_censored,exclude_fixed_horizon,0,source_gap_censored
jul30,segment_0003,maker_bid_risk,reference_quote_unavailable,exclude_no_imputation,0,reference_quote_unavailable
jul30,segment_0003,maker_bid_risk,invalid_quote_state,exclude_no_imputation,0,invalid_quote_state
jul30,segment_0004,maker_ask_risk,binary_identification_supported,include_primary_and_binary,179971,
jul30,segment_0004,maker_ask_risk,interval_likelihood_only_supported,include_primary_interval_only,0,
jul30,segment_0004,maker_ask_risk,right_censored_segment,exclude_fixed_horizon,5,right_censored_segment
jul30,segment_0004,maker_ask_risk,right_censored_source_end,exclude_fixed_horizon,0,right_censored_source_end
jul30,segment_0004,maker_ask_risk,epoch_censored,exclude_fixed_horizon,0,epoch_censored
jul30,segment_0004,maker_ask_risk,core_quality_censored,exclude_fixed_horizon,0,core_quality_censored
jul30,segment_0004,maker_ask_risk,source_gap_censored,exclude_fixed_horizon,0,source_gap_censored
jul30,segment_0004,maker_ask_risk,reference_quote_unavailable,exclude_no_imputation,0,reference_quote_unavailable
jul30,segment_0004,maker_ask_risk,invalid_quote_state,exclude_no_imputation,0,invalid_quote_state
jul30,segment_0004,maker_bid_risk,binary_identification_supported,include_primary_and_binary,179971,
jul30,segment_0004,maker_bid_risk,interval_likelihood_only_supported,include_primary_interval_only,0,
jul30,segment_0004,maker_bid_risk,right_censored_segment,exclude_fixed_horizon,5,right_censored_segment
jul30,segment_0004,maker_bid_risk,right_censored_source_end,exclude_fixed_horizon,0,right_censored_source_end
jul30,segment_0004,maker_bid_risk,epoch_censored,exclude_fixed_horizon,0,epoch_censored
jul30,segment_0004,maker_bid_risk,core_quality_censored,exclude_fixed_horizon,0,core_quality_censored
jul30,segment_0004,maker_bid_risk,source_gap_censored,exclude_fixed_horizon,0,source_gap_censored
jul30,segment_0004,maker_bid_risk,reference_quote_unavailable,exclude_no_imputation,0,reference_quote_unavailable
jul30,segment_0004,maker_bid_risk,invalid_quote_state,exclude_no_imputation,0,invalid_quote_state
jul30,segment_0005,maker_ask_risk,binary_identification_supported,include_primary_and_binary,179966,
jul30,segment_0005,maker_ask_risk,interval_likelihood_only_supported,include_primary_interval_only,0,
jul30,segment_0005,maker_ask_risk,right_censored_segment,exclude_fixed_horizon,5,right_censored_segment
jul30,segment_0005,maker_ask_risk,right_censored_source_end,exclude_fixed_horizon,0,right_censored_source_end
jul30,segment_0005,maker_ask_risk,epoch_censored,exclude_fixed_horizon,0,epoch_censored
jul30,segment_0005,maker_ask_risk,core_quality_censored,exclude_fixed_horizon,0,core_quality_censored
jul30,segment_0005,maker_ask_risk,source_gap_censored,exclude_fixed_horizon,0,source_gap_censored
jul30,segment_0005,maker_ask_risk,reference_quote_unavailable,exclude_no_imputation,11,reference_quote_unavailable
jul30,segment_0005,maker_ask_risk,invalid_quote_state,exclude_no_imputation,0,invalid_quote_state
jul30,segment_0005,maker_bid_risk,binary_identification_supported,include_primary_and_binary,179966,
jul30,segment_0005,maker_bid_risk,interval_likelihood_only_supported,include_primary_interval_only,0,
jul30,segment_0005,maker_bid_risk,right_censored_segment,exclude_fixed_horizon,5,right_censored_segment
jul30,segment_0005,maker_bid_risk,right_censored_source_end,exclude_fixed_horizon,0,right_censored_source_end
jul30,segment_0005,maker_bid_risk,epoch_censored,exclude_fixed_horizon,0,epoch_censored
jul30,segment_0005,maker_bid_risk,core_quality_censored,exclude_fixed_horizon,0,core_quality_censored
jul30,segment_0005,maker_bid_risk,source_gap_censored,exclude_fixed_horizon,0,source_gap_censored
jul30,segment_0005,maker_bid_risk,reference_quote_unavailable,exclude_no_imputation,11,reference_quote_unavailable
jul30,segment_0005,maker_bid_risk,invalid_quote_state,exclude_no_imputation,0,invalid_quote_state
jul30,segment_0006,maker_ask_risk,binary_identification_supported,include_primary_and_binary,179974,
jul30,segment_0006,maker_ask_risk,interval_likelihood_only_supported,include_primary_interval_only,0,
jul30,segment_0006,maker_ask_risk,right_censored_segment,exclude_fixed_horizon,5,right_censored_segment
jul30,segment_0006,maker_ask_risk,right_censored_source_end,exclude_fixed_horizon,0,right_censored_source_end
jul30,segment_0006,maker_ask_risk,epoch_censored,exclude_fixed_horizon,0,epoch_censored
jul30,segment_0006,maker_ask_risk,core_quality_censored,exclude_fixed_horizon,0,core_quality_censored
jul30,segment_0006,maker_ask_risk,source_gap_censored,exclude_fixed_horizon,0,source_gap_censored
jul30,segment_0006,maker_ask_risk,reference_quote_unavailable,exclude_no_imputation,0,reference_quote_unavailable
jul30,segment_0006,maker_ask_risk,invalid_quote_state,exclude_no_imputation,0,invalid_quote_state
jul30,segment_0006,maker_bid_risk,binary_identification_supported,include_primary_and_binary,179974,
jul30,segment_0006,maker_bid_risk,interval_likelihood_only_supported,include_primary_interval_only,0,
jul30,segment_0006,maker_bid_risk,right_censored_segment,exclude_fixed_horizon,5,right_censored_segment
jul30,segment_0006,maker_bid_risk,right_censored_source_end,exclude_fixed_horizon,0,right_censored_source_end
jul30,segment_0006,maker_bid_risk,epoch_censored,exclude_fixed_horizon,0,epoch_censored
jul30,segment_0006,maker_bid_risk,core_quality_censored,exclude_fixed_horizon,0,core_quality_censored
jul30,segment_0006,maker_bid_risk,source_gap_censored,exclude_fixed_horizon,0,source_gap_censored
jul30,segment_0006,maker_bid_risk,reference_quote_unavailable,exclude_no_imputation,0,reference_quote_unavailable
jul30,segment_0006,maker_bid_risk,invalid_quote_state,exclude_no_imputation,0,invalid_quote_state
jul30,segment_0007,maker_ask_risk,binary_identification_supported,include_primary_and_binary,179977,
jul30,segment_0007,maker_ask_risk,interval_likelihood_only_supported,include_primary_interval_only,0,
jul30,segment_0007,maker_ask_risk,right_censored_segment,exclude_fixed_horizon,5,right_censored_segment
jul30,segment_0007,maker_ask_risk,right_censored_source_end,exclude_fixed_horizon,0,right_censored_source_end
jul30,segment_0007,maker_ask_risk,epoch_censored,exclude_fixed_horizon,0,epoch_censored
jul30,segment_0007,maker_ask_risk,core_quality_censored,exclude_fixed_horizon,0,core_quality_censored
jul30,segment_0007,maker_ask_risk,source_gap_censored,exclude_fixed_horizon,0,source_gap_censored
jul30,segment_0007,maker_ask_risk,reference_quote_unavailable,exclude_no_imputation,2,reference_quote_unavailable
jul30,segment_0007,maker_ask_risk,invalid_quote_state,exclude_no_imputation,0,invalid_quote_state
jul30,segment_0007,maker_bid_risk,binary_identification_supported,include_primary_and_binary,179977,
jul30,segment_0007,maker_bid_risk,interval_likelihood_only_supported,include_primary_interval_only,0,
jul30,segment_0007,maker_bid_risk,right_censored_segment,exclude_fixed_horizon,5,right_censored_segment
jul30,segment_0007,maker_bid_risk,right_censored_source_end,exclude_fixed_horizon,0,right_censored_source_end
jul30,segment_0007,maker_bid_risk,epoch_censored,exclude_fixed_horizon,0,epoch_censored
jul30,segment_0007,maker_bid_risk,core_quality_censored,exclude_fixed_horizon,0,core_quality_censored
jul30,segment_0007,maker_bid_risk,source_gap_censored,exclude_fixed_horizon,0,source_gap_censored
jul30,segment_0007,maker_bid_risk,reference_quote_unavailable,exclude_no_imputation,2,reference_quote_unavailable
jul30,segment_0007,maker_bid_risk,invalid_quote_state,exclude_no_imputation,0,invalid_quote_state
jul30,segment_0008,maker_ask_risk,binary_identification_supported,include_primary_and_binary,179971,
jul30,segment_0008,maker_ask_risk,interval_likelihood_only_supported,include_primary_interval_only,0,
jul30,segment_0008,maker_ask_risk,right_censored_segment,exclude_fixed_horizon,5,right_censored_segment
jul30,segment_0008,maker_ask_risk,right_censored_source_end,exclude_fixed_horizon,0,right_censored_source_end
jul30,segment_0008,maker_ask_risk,epoch_censored,exclude_fixed_horizon,0,epoch_censored
jul30,segment_0008,maker_ask_risk,core_quality_censored,exclude_fixed_horizon,0,core_quality_censored
jul30,segment_0008,maker_ask_risk,source_gap_censored,exclude_fixed_horizon,0,source_gap_censored
jul30,segment_0008,maker_ask_risk,reference_quote_unavailable,exclude_no_imputation,3,reference_quote_unavailable
jul30,segment_0008,maker_ask_risk,invalid_quote_state,exclude_no_imputation,0,invalid_quote_state
jul30,segment_0008,maker_bid_risk,binary_identification_supported,include_primary_and_binary,179971,
jul30,segment_0008,maker_bid_risk,interval_likelihood_only_supported,include_primary_interval_only,0,
jul30,segment_0008,maker_bid_risk,right_censored_segment,exclude_fixed_horizon,5,right_censored_segment
jul30,segment_0008,maker_bid_risk,right_censored_source_end,exclude_fixed_horizon,0,right_censored_source_end
jul30,segment_0008,maker_bid_risk,epoch_censored,exclude_fixed_horizon,0,epoch_censored
jul30,segment_0008,maker_bid_risk,core_quality_censored,exclude_fixed_horizon,0,core_quality_censored
jul30,segment_0008,maker_bid_risk,source_gap_censored,exclude_fixed_horizon,0,source_gap_censored
jul30,segment_0008,maker_bid_risk,reference_quote_unavailable,exclude_no_imputation,3,reference_quote_unavailable
jul30,segment_0008,maker_bid_risk,invalid_quote_state,exclude_no_imputation,0,invalid_quote_state
aug03,segment_0001,maker_ask_risk,binary_identification_supported,include_primary_and_binary,179968,
aug03,segment_0001,maker_ask_risk,interval_likelihood_only_supported,include_primary_interval_only,0,
aug03,segment_0001,maker_ask_risk,right_censored_segment,exclude_fixed_horizon,5,right_censored_segment
aug03,segment_0001,maker_ask_risk,right_censored_source_end,exclude_fixed_horizon,0,right_censored_source_end
aug03,segment_0001,maker_ask_risk,epoch_censored,exclude_fixed_horizon,0,epoch_censored
aug03,segment_0001,maker_ask_risk,core_quality_censored,exclude_fixed_horizon,0,core_quality_censored
aug03,segment_0001,maker_ask_risk,source_gap_censored,exclude_fixed_horizon,0,source_gap_censored
aug03,segment_0001,maker_ask_risk,reference_quote_unavailable,exclude_no_imputation,0,reference_quote_unavailable
aug03,segment_0001,maker_ask_risk,invalid_quote_state,exclude_no_imputation,0,invalid_quote_state
aug03,segment_0001,maker_bid_risk,binary_identification_supported,include_primary_and_binary,179968,
aug03,segment_0001,maker_bid_risk,interval_likelihood_only_supported,include_primary_interval_only,0,
aug03,segment_0001,maker_bid_risk,right_censored_segment,exclude_fixed_horizon,5,right_censored_segment
aug03,segment_0001,maker_bid_risk,right_censored_source_end,exclude_fixed_horizon,0,right_censored_source_end
aug03,segment_0001,maker_bid_risk,epoch_censored,exclude_fixed_horizon,0,epoch_censored
aug03,segment_0001,maker_bid_risk,core_quality_censored,exclude_fixed_horizon,0,core_quality_censored
aug03,segment_0001,maker_bid_risk,source_gap_censored,exclude_fixed_horizon,0,source_gap_censored
aug03,segment_0001,maker_bid_risk,reference_quote_unavailable,exclude_no_imputation,0,reference_quote_unavailable
aug03,segment_0001,maker_bid_risk,invalid_quote_state,exclude_no_imputation,0,invalid_quote_state
aug03,segment_0002,maker_ask_risk,binary_identification_supported,include_primary_and_binary,179968,
aug03,segment_0002,maker_ask_risk,interval_likelihood_only_supported,include_primary_interval_only,0,
aug03,segment_0002,maker_ask_risk,right_censored_segment,exclude_fixed_horizon,5,right_censored_segment
aug03,segment_0002,maker_ask_risk,right_censored_source_end,exclude_fixed_horizon,0,right_censored_source_end
aug03,segment_0002,maker_ask_risk,epoch_censored,exclude_fixed_horizon,0,epoch_censored
aug03,segment_0002,maker_ask_risk,core_quality_censored,exclude_fixed_horizon,0,core_quality_censored
aug03,segment_0002,maker_ask_risk,source_gap_censored,exclude_fixed_horizon,0,source_gap_censored
aug03,segment_0002,maker_ask_risk,reference_quote_unavailable,exclude_no_imputation,0,reference_quote_unavailable
aug03,segment_0002,maker_ask_risk,invalid_quote_state,exclude_no_imputation,0,invalid_quote_state
aug03,segment_0002,maker_bid_risk,binary_identification_supported,include_primary_and_binary,179968,
aug03,segment_0002,maker_bid_risk,interval_likelihood_only_supported,include_primary_interval_only,0,
aug03,segment_0002,maker_bid_risk,right_censored_segment,exclude_fixed_horizon,5,right_censored_segment
aug03,segment_0002,maker_bid_risk,right_censored_source_end,exclude_fixed_horizon,0,right_censored_source_end
aug03,segment_0002,maker_bid_risk,epoch_censored,exclude_fixed_horizon,0,epoch_censored
aug03,segment_0002,maker_bid_risk,core_quality_censored,exclude_fixed_horizon,0,core_quality_censored
aug03,segment_0002,maker_bid_risk,source_gap_censored,exclude_fixed_horizon,0,source_gap_censored
aug03,segment_0002,maker_bid_risk,reference_quote_unavailable,exclude_no_imputation,0,reference_quote_unavailable
aug03,segment_0002,maker_bid_risk,invalid_quote_state,exclude_no_imputation,0,invalid_quote_state
aug03,segment_0003,maker_ask_risk,binary_identification_supported,include_primary_and_binary,179972,
aug03,segment_0003,maker_ask_risk,interval_likelihood_only_supported,include_primary_interval_only,0,
aug03,segment_0003,maker_ask_risk,right_censored_segment,exclude_fixed_horizon,5,right_censored_segment
aug03,segment_0003,maker_ask_risk,right_censored_source_end,exclude_fixed_horizon,0,right_censored_source_end
aug03,segment_0003,maker_ask_risk,epoch_censored,exclude_fixed_horizon,0,epoch_censored
aug03,segment_0003,maker_ask_risk,core_quality_censored,exclude_fixed_horizon,0,core_quality_censored
aug03,segment_0003,maker_ask_risk,source_gap_censored,exclude_fixed_horizon,0,source_gap_censored
aug03,segment_0003,maker_ask_risk,reference_quote_unavailable,exclude_no_imputation,0,reference_quote_unavailable
aug03,segment_0003,maker_ask_risk,invalid_quote_state,exclude_no_imputation,0,invalid_quote_state
aug03,segment_0003,maker_bid_risk,binary_identification_supported,include_primary_and_binary,179972,
aug03,segment_0003,maker_bid_risk,interval_likelihood_only_supported,include_primary_interval_only,0,
aug03,segment_0003,maker_bid_risk,right_censored_segment,exclude_fixed_horizon,5,right_censored_segment
aug03,segment_0003,maker_bid_risk,right_censored_source_end,exclude_fixed_horizon,0,right_censored_source_end
aug03,segment_0003,maker_bid_risk,epoch_censored,exclude_fixed_horizon,0,epoch_censored
aug03,segment_0003,maker_bid_risk,core_quality_censored,exclude_fixed_horizon,0,core_quality_censored
aug03,segment_0003,maker_bid_risk,source_gap_censored,exclude_fixed_horizon,0,source_gap_censored
aug03,segment_0003,maker_bid_risk,reference_quote_unavailable,exclude_no_imputation,0,reference_quote_unavailable
aug03,segment_0003,maker_bid_risk,invalid_quote_state,exclude_no_imputation,0,invalid_quote_state
aug03,segment_0004,maker_ask_risk,binary_identification_supported,include_primary_and_binary,179974,
aug03,segment_0004,maker_ask_risk,interval_likelihood_only_supported,include_primary_interval_only,0,
aug03,segment_0004,maker_ask_risk,right_censored_segment,exclude_fixed_horizon,5,right_censored_segment
aug03,segment_0004,maker_ask_risk,right_censored_source_end,exclude_fixed_horizon,0,right_censored_source_end
aug03,segment_0004,maker_ask_risk,epoch_censored,exclude_fixed_horizon,0,epoch_censored
aug03,segment_0004,maker_ask_risk,core_quality_censored,exclude_fixed_horizon,0,core_quality_censored
aug03,segment_0004,maker_ask_risk,source_gap_censored,exclude_fixed_horizon,0,source_gap_censored
aug03,segment_0004,maker_ask_risk,reference_quote_unavailable,exclude_no_imputation,2,reference_quote_unavailable
aug03,segment_0004,maker_ask_risk,invalid_quote_state,exclude_no_imputation,0,invalid_quote_state
aug03,segment_0004,maker_bid_risk,binary_identification_supported,include_primary_and_binary,179974,
aug03,segment_0004,maker_bid_risk,interval_likelihood_only_supported,include_primary_interval_only,0,
aug03,segment_0004,maker_bid_risk,right_censored_segment,exclude_fixed_horizon,5,right_censored_segment
aug03,segment_0004,maker_bid_risk,right_censored_source_end,exclude_fixed_horizon,0,right_censored_source_end
aug03,segment_0004,maker_bid_risk,epoch_censored,exclude_fixed_horizon,0,epoch_censored
aug03,segment_0004,maker_bid_risk,core_quality_censored,exclude_fixed_horizon,0,core_quality_censored
aug03,segment_0004,maker_bid_risk,source_gap_censored,exclude_fixed_horizon,0,source_gap_censored
aug03,segment_0004,maker_bid_risk,reference_quote_unavailable,exclude_no_imputation,2,reference_quote_unavailable
aug03,segment_0004,maker_bid_risk,invalid_quote_state,exclude_no_imputation,0,invalid_quote_state
aug03,segment_0005,maker_ask_risk,binary_identification_supported,include_primary_and_binary,179981,
aug03,segment_0005,maker_ask_risk,interval_likelihood_only_supported,include_primary_interval_only,0,
aug03,segment_0005,maker_ask_risk,right_censored_segment,exclude_fixed_horizon,5,right_censored_segment
aug03,segment_0005,maker_ask_risk,right_censored_source_end,exclude_fixed_horizon,0,right_censored_source_end
aug03,segment_0005,maker_ask_risk,epoch_censored,exclude_fixed_horizon,0,epoch_censored
aug03,segment_0005,maker_ask_risk,core_quality_censored,exclude_fixed_horizon,0,core_quality_censored
aug03,segment_0005,maker_ask_risk,source_gap_censored,exclude_fixed_horizon,0,source_gap_censored
aug03,segment_0005,maker_ask_risk,reference_quote_unavailable,exclude_no_imputation,0,reference_quote_unavailable
aug03,segment_0005,maker_ask_risk,invalid_quote_state,exclude_no_imputation,0,invalid_quote_state
aug03,segment_0005,maker_bid_risk,binary_identification_supported,include_primary_and_binary,179981,
aug03,segment_0005,maker_bid_risk,interval_likelihood_only_supported,include_primary_interval_only,0,
aug03,segment_0005,maker_bid_risk,right_censored_segment,exclude_fixed_horizon,5,right_censored_segment
aug03,segment_0005,maker_bid_risk,right_censored_source_end,exclude_fixed_horizon,0,right_censored_source_end
aug03,segment_0005,maker_bid_risk,epoch_censored,exclude_fixed_horizon,0,epoch_censored
aug03,segment_0005,maker_bid_risk,core_quality_censored,exclude_fixed_horizon,0,core_quality_censored
aug03,segment_0005,maker_bid_risk,source_gap_censored,exclude_fixed_horizon,0,source_gap_censored
aug03,segment_0005,maker_bid_risk,reference_quote_unavailable,exclude_no_imputation,0,reference_quote_unavailable
aug03,segment_0005,maker_bid_risk,invalid_quote_state,exclude_no_imputation,0,invalid_quote_state
aug03,segment_0006,maker_ask_risk,binary_identification_supported,include_primary_and_binary,179970,
aug03,segment_0006,maker_ask_risk,interval_likelihood_only_supported,include_primary_interval_only,0,
aug03,segment_0006,maker_ask_risk,right_censored_segment,exclude_fixed_horizon,5,right_censored_segment
aug03,segment_0006,maker_ask_risk,right_censored_source_end,exclude_fixed_horizon,0,right_censored_source_end
aug03,segment_0006,maker_ask_risk,epoch_censored,exclude_fixed_horizon,0,epoch_censored
aug03,segment_0006,maker_ask_risk,core_quality_censored,exclude_fixed_horizon,0,core_quality_censored
aug03,segment_0006,maker_ask_risk,source_gap_censored,exclude_fixed_horizon,0,source_gap_censored
aug03,segment_0006,maker_ask_risk,reference_quote_unavailable,exclude_no_imputation,7,reference_quote_unavailable
aug03,segment_0006,maker_ask_risk,invalid_quote_state,exclude_no_imputation,0,invalid_quote_state
aug03,segment_0006,maker_bid_risk,binary_identification_supported,include_primary_and_binary,179970,
aug03,segment_0006,maker_bid_risk,interval_likelihood_only_supported,include_primary_interval_only,0,
aug03,segment_0006,maker_bid_risk,right_censored_segment,exclude_fixed_horizon,5,right_censored_segment
aug03,segment_0006,maker_bid_risk,right_censored_source_end,exclude_fixed_horizon,0,right_censored_source_end
aug03,segment_0006,maker_bid_risk,epoch_censored,exclude_fixed_horizon,0,epoch_censored
aug03,segment_0006,maker_bid_risk,core_quality_censored,exclude_fixed_horizon,0,core_quality_censored
aug03,segment_0006,maker_bid_risk,source_gap_censored,exclude_fixed_horizon,0,source_gap_censored
aug03,segment_0006,maker_bid_risk,reference_quote_unavailable,exclude_no_imputation,7,reference_quote_unavailable
aug03,segment_0006,maker_bid_risk,invalid_quote_state,exclude_no_imputation,0,invalid_quote_state
aug03,segment_0007,maker_ask_risk,binary_identification_supported,include_primary_and_binary,179974,
aug03,segment_0007,maker_ask_risk,interval_likelihood_only_supported,include_primary_interval_only,0,
aug03,segment_0007,maker_ask_risk,right_censored_segment,exclude_fixed_horizon,5,right_censored_segment
aug03,segment_0007,maker_ask_risk,right_censored_source_end,exclude_fixed_horizon,0,right_censored_source_end
aug03,segment_0007,maker_ask_risk,epoch_censored,exclude_fixed_horizon,0,epoch_censored
aug03,segment_0007,maker_ask_risk,core_quality_censored,exclude_fixed_horizon,0,core_quality_censored
aug03,segment_0007,maker_ask_risk,source_gap_censored,exclude_fixed_horizon,0,source_gap_censored
aug03,segment_0007,maker_ask_risk,reference_quote_unavailable,exclude_no_imputation,3,reference_quote_unavailable
aug03,segment_0007,maker_ask_risk,invalid_quote_state,exclude_no_imputation,0,invalid_quote_state
aug03,segment_0007,maker_bid_risk,binary_identification_supported,include_primary_and_binary,179974,
aug03,segment_0007,maker_bid_risk,interval_likelihood_only_supported,include_primary_interval_only,0,
aug03,segment_0007,maker_bid_risk,right_censored_segment,exclude_fixed_horizon,5,right_censored_segment
aug03,segment_0007,maker_bid_risk,right_censored_source_end,exclude_fixed_horizon,0,right_censored_source_end
aug03,segment_0007,maker_bid_risk,epoch_censored,exclude_fixed_horizon,0,epoch_censored
aug03,segment_0007,maker_bid_risk,core_quality_censored,exclude_fixed_horizon,0,core_quality_censored
aug03,segment_0007,maker_bid_risk,source_gap_censored,exclude_fixed_horizon,0,source_gap_censored
aug03,segment_0007,maker_bid_risk,reference_quote_unavailable,exclude_no_imputation,3,reference_quote_unavailable
aug03,segment_0007,maker_bid_risk,invalid_quote_state,exclude_no_imputation,0,invalid_quote_state
aug03,segment_0008,maker_ask_risk,binary_identification_supported,include_primary_and_binary,179975,
aug03,segment_0008,maker_ask_risk,interval_likelihood_only_supported,include_primary_interval_only,0,
aug03,segment_0008,maker_ask_risk,right_censored_segment,exclude_fixed_horizon,5,right_censored_segment
aug03,segment_0008,maker_ask_risk,right_censored_source_end,exclude_fixed_horizon,0,right_censored_source_end
aug03,segment_0008,maker_ask_risk,epoch_censored,exclude_fixed_horizon,0,epoch_censored
aug03,segment_0008,maker_ask_risk,core_quality_censored,exclude_fixed_horizon,0,core_quality_censored
aug03,segment_0008,maker_ask_risk,source_gap_censored,exclude_fixed_horizon,0,source_gap_censored
aug03,segment_0008,maker_ask_risk,reference_quote_unavailable,exclude_no_imputation,0,reference_quote_unavailable
aug03,segment_0008,maker_ask_risk,invalid_quote_state,exclude_no_imputation,0,invalid_quote_state
aug03,segment_0008,maker_bid_risk,binary_identification_supported,include_primary_and_binary,179975,
aug03,segment_0008,maker_bid_risk,interval_likelihood_only_supported,include_primary_interval_only,0,
aug03,segment_0008,maker_bid_risk,right_censored_segment,exclude_fixed_horizon,5,right_censored_segment
aug03,segment_0008,maker_bid_risk,right_censored_source_end,exclude_fixed_horizon,0,right_censored_source_end
aug03,segment_0008,maker_bid_risk,epoch_censored,exclude_fixed_horizon,0,epoch_censored
aug03,segment_0008,maker_bid_risk,core_quality_censored,exclude_fixed_horizon,0,core_quality_censored
aug03,segment_0008,maker_bid_risk,source_gap_censored,exclude_fixed_horizon,0,source_gap_censored
aug03,segment_0008,maker_bid_risk,reference_quote_unavailable,exclude_no_imputation,0,reference_quote_unavailable
aug03,segment_0008,maker_bid_risk,invalid_quote_state,exclude_no_imputation,0,invalid_quote_state
aug03,segment_0009,maker_ask_risk,binary_identification_supported,include_primary_and_binary,179966,
